"State","Population","Area","Children","Age","Income","Marital","Gender","Churn","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Contract","Port_modem","Tablet","InternetService","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","PaymentMethod","Tenure","MonthlyCharge","Bandwidth_GB_Year","Response","Fix","Replacement","Reliability","Options","Respectful","Courteous","Listening"
"NV",36753,"Urban",8,66,44166.94,"Married","Female","No",10.54343,17,2,1,"No","One year","No","Yes","None","Yes","No","No","No","Yes","No","Yes","No","Yes","Electronic Check",2.563452,117.4858,680.4044234,4,3,4,2,5,3,3,3
"NY",36335,"Suburban",1,29,78712.17,"Separated","Female","Yes",8.473613,14,1,0,"Yes","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Bank Transfer(automatic)",8.287531,152.4624,1530.742396,3,3,3,4,3,4,4,3
"KY",2779,"Urban",2,89,11722.42,"Divorced","Female","No",5.723715,13,0,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","No","No","No","No","No","No","Electronic Check",11.20366,144.9607,919.239022,4,3,4,3,2,2,2,3
"VA",35279,"Urban",0,19,14090.14,"Never Married","Male","Yes",11.48341,16,1,1,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Yes","No","Credit Card (automatic)",1.689999,192.4567,553.9352596,4,4,4,3,1,6,5,4
"OH",14182,"Suburban",0,68,64315.91,"Married","Male","No",13.48535,7,0,1,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",7.899007,222.65,1248.474574,3,4,3,4,3,2,3,2
"NE",4909,"Suburban",2,55,27187.1,"Married","Male","No",9.467888,14,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Bank Transfer(automatic)",17.2154,152.4742,2196.280451,3,4,3,4,4,2,3,3
"PA",9339,"Urban",4,23,24130.48,"Separated","Male","Yes",6.425239,17,2,0,"Yes","Month-to-month","No","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Electronic Check",20.74516,267.6427,3080.29312,5,3,5,3,3,6,5,4
"FL",47309,"Suburban",3,23,69658.99,"Separated","Male","No",10.96556,18,1,1,"Yes","Two Year","Yes","No","Fiber Optic","Yes","No","No","No","Yes","Yes","No","No","Yes","Bank Transfer(automatic)",19.77218,137.4872,1968.304495,2,3,3,3,5,2,2,2
"FL",30955,"Urban",1,64,27549.98,"Never Married","Female","Yes",8.76848,16,2,0,"Yes","Month-to-month","No","Yes","DSL","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Bank Transfer(automatic)",10.59517,182.4433,1587.727149,4,4,4,3,5,4,3,4
"WV",1041,"Rural",0,60,8191.55,"Never Married","Female","Yes",9.5481,14,3,1,"No","Month-to-month","Yes","Yes","None","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Mailed Check",1.891666,172.5034,438.8951303,3,4,4,4,3,3,3,3
"TX",687,"Urban",0,76,23852.88,"Never Married","Female","No",10.4737,9,2,0,"Yes","One year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","No","No","No","No","Yes","Mailed Check",6.06866,167.4564,573.5316869,3,2,4,4,5,3,1,3
"NY",1067,"Urban",0,53,19734.93,"Married","Male","Yes",9.326261,11,1,0,"No","Two Year","Yes","No","DSL","Yes","Yes","No","No","No","No","No","Yes","Yes","Credit Card (automatic)",1.304537,159.9476,820.0487803,3,3,2,5,2,4,4,3
"NY",14381,"Urban",1,75,35061.97,"Never Married","Male","No",15.24347,18,2,0,"No","Month-to-month","No","No","DSL","No","No","Yes","Yes","No","Yes","No","No","No","Bank Transfer(automatic)",23.77384,129.9778,2561.675396,2,3,2,2,4,2,2,3
"SD",138,"Rural",1,69,35976.11,"Divorced","Male","Yes",12.63329,14,2,1,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Electronic Check",3.62899,162.4689,582.9171773,5,4,4,4,3,4,5,5
"AR",1532,"Suburban",4,18,69885.69,"Never Married","Male","No",14.51569,15,1,0,"Yes","Month-to-month","No","Yes","DSL","Yes","No","Yes","No","No","Yes","Yes","No","No","Credit Card (automatic)",8.161424,132.466,1628.254726,4,3,3,4,4,4,2,3
"DC",751,"Urban",1,87,47516.45,"Widowed","Male","No",4.806157,12,2,0,"No","Two Year","Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Bank Transfer(automatic)",19.92045,187.4974,2429.379449,3,3,5,2,3,4,4,3
"TX",16882,"Urban",0,63,19297.41,"Separated","Male","Yes",8.97627,12,2,0,"No","Month-to-month","No","Yes","None","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Bank Transfer(automatic)",7.713222,162.4982,978.4083285,5,3,3,4,2,3,4,3
"WV",3957,"Rural",4,22,9119.54,"Widowed","Female","No",9.409854,12,0,0,"No","One year","No","No","DSL","Yes","Yes","No","No","Yes","No","No","No","No","Electronic Check",10.16083,137.4836,1613.670166,4,5,6,3,4,4,5,4
"MO",34119,"Suburban",3,74,63754.19,"Separated","Female","No",7.364671,5,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","No","Yes","No","Yes","No","No","Credit Card (automatic)",2.923404,152.4798,604.9488487,3,3,3,4,2,4,4,4
"IA",32135,"Suburban",1,74,55755.9,"Never Married","Female","No",11.08379,11,0,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","No","No","No","Yes","No","Yes","Mailed Check",5.664193,137.4392,607.6047155,3,3,4,4,4,2,3,3
"MO",270,"Urban",0,39,11020.25,"Never Married","Male","No",3.727902,8,1,0,"No","Two Year","No","No","Fiber Optic","No","No","No","Yes","No","No","No","No","Yes","Mailed Check",3.41763,134.9509,487.9567265,3,3,2,4,4,4,3,3
"TX",103,"Rural",0,59,8615,"Never Married","Male","No",12.15921,11,0,0,"Yes","One year","No","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Bank Transfer(automatic)",3.769755,219.9902,848.4406611,5,5,4,3,4,3,3,6
"MS",8013,"Rural",4,37,76990.4,"Widowed","Female","No",8.156206,15,1,1,"No","One year","No","No","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Credit Card (automatic)",4.540275,172.5104,769.9868737,4,3,4,4,4,3,3,3
"WV",620,"Urban",2,40,70138.08,"Widowed","Female","Yes",6.566112,13,0,0,"Yes","Month-to-month","No","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Bank Transfer(automatic)",22.60375,187.4673,2796.815399,3,3,3,5,3,3,2,3
"NJ",978,"Urban",0,50,82809.36,"Never Married","Male","No",13.13153,12,1,2,"No","Month-to-month","No","No","None","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Bank Transfer(automatic)",9.705314,140.0342,1109.724061,2,3,2,2,4,2,1,1
"OH",32363,"Rural",1,23,1817.99,"Never Married","Male","Yes",9.617616,15,1,0,"No","Month-to-month","Yes","No","DSL","No","Yes","Yes","Yes","No","Yes","No","No","No","Electronic Check",8.915226,162.4833,1586.632329,4,4,3,4,2,5,5,3
"KS",272,"Urban",3,48,31777.28,"Separated","Female","No",5.042263,13,0,0,"No","Two Year","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Electronic Check",16.31066,194.9663,2255.21511,3,5,3,3,5,3,4,4
"NY",8171,"Suburban",1,76,12750.09,"Separated","Female","Yes",12.80149,5,0,0,"No","Month-to-month","No","Yes","None","Yes","No","Yes","No","No","No","No","Yes","Yes","Credit Card (automatic)",1.324008,117.4835,284.4922663,4,4,4,4,3,4,3,2
"KS",259,"Urban",2,86,80536.9,"Never Married","Male","Yes",13.15184,10,0,1,"No","Month-to-month","No","No","None","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Mailed Check",9.000072,172.4871,1170.521193,4,4,3,4,3,3,4,3
"ID",12672,"Urban",0,38,54832.87,"Separated","Nonbinary","No",12.79698,12,2,0,"No","One year","No","Yes","None","Yes","No","No","Yes","No","Yes","No","Yes","No","Electronic Check",20.3759,149.9707,1958.648355,5,3,4,4,3,4,3,4
"NM",9073,"Suburban",2,29,111779.6,"Separated","Male","Yes",7.214022,9,0,2,"No","Month-to-month","No","Yes","DSL","Yes","No","No","No","No","Yes","No","Yes","Yes","Mailed Check",6.815025,139.9512,1344.195225,4,4,4,4,2,3,5,5
"FL",40063,"Suburban",3,70,5919.03,"Separated","Male","No",11.66989,14,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","No","No","No","No","Yes","No","Bank Transfer(automatic)",16.27138,149.9598,1672.775155,2,1,3,4,4,4,3,4
"OK",2349,"Rural",1,40,57025.5,"Divorced","Male","Yes",11.24987,16,1,0,"No","Month-to-month","No","No","DSL","Yes","No","No","Yes","No","No","Yes","No","Yes","Credit Card (automatic)",1.453865,139.9349,928.6314289,3,4,4,3,5,2,3,3
"OK",6295,"Rural",8,22,7434.02,"Separated","Female","Yes",14.35718,18,0,0,"No","One year","No","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Credit Card (automatic)",21.12911,255.1336,3186.79335,4,4,4,4,3,5,6,3
"PA",1203,"Urban",4,88,19228.48,"Divorced","Female","Yes",13.46555,12,1,0,"No","Month-to-month","No","No","DSL","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Credit Card (automatic)",4.525491,232.6378,1392.809918,3,2,3,2,4,2,3,3
"MN",3226,"Suburban",5,89,37089.25,"Divorced","Male","No",14.7226,15,5,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Electronic Check",1.113741,204.961,596.0068502,5,5,5,4,3,4,6,3
"ND",250,"Urban",3,49,28065.13,"Married","Female","No",11.31682,14,2,0,"Yes","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Credit Card (automatic)",3.878694,112.4551,409.0267699,4,3,3,4,3,3,4,3
"PA",1855,"Suburban",0,73,35562.1,"Separated","Male","No",13.20452,11,1,0,"No","Two Year","Yes","Yes","None","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Mailed Check",4.532646,139.9816,713.5720629,5,4,4,3,4,4,5,5
"VA",219,"Rural",1,77,78317.51,"Divorced","Male","Yes",9.637687,7,2,1,"Yes","Two Year","No","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Electronic Check",6.678303,162.497,1307.120014,3,3,3,3,4,3,4,3
"AZ",7329,"Suburban",1,75,10825.44,"Never Married","Male","No",10.87864,13,0,0,"No","Month-to-month","Yes","No","None","Yes","No","No","Yes","Yes","Yes","No","No","No","Electronic Check",4.870047,127.5067,609.1874835,5,5,4,3,2,4,4,3
"TX",76177,"Suburban",3,76,22517.47,"Separated","Male","Yes",5.610881,10,3,0,"No","Month-to-month","Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Electronic Check",9.556572,212.6228,1872.755243,4,4,4,5,3,4,4,4
"IA",40340,"Urban",2,70,37535.82,"Married","Male","Yes",11.74644,11,1,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","No","No","Electronic Check",1.862828,192.4404,553.0231321,4,4,4,4,3,4,4,2
"WV",14,"Rural",0,76,18139.97,"Married","Male","No",11.88396,16,2,1,"No","Two Year","Yes","Yes","None","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Electronic Check",2.668217,184.9963,627.2429503,5,4,4,3,3,5,4,4
"LA",332,"Rural",1,58,98555.98,"Married","Female","Yes",3.199247,15,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","No","No","Mailed Check",8.539485,182.4538,971.9322124,3,4,3,3,5,3,4,3
"AR",3802,"Suburban",1,57,19275.26,"Never Married","Male","No",9.852096,7,1,0,"No","One year","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Credit Card (automatic)",8.664975,169.9928,957.1118873,4,4,5,2,4,4,3,6
"OH",6019,"Urban",0,62,61913.12,"Married","Female","No",14.33729,16,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","No","No","Yes","No","Yes","Electronic Check",1.567389,159.9349,374.4704813,4,4,3,3,4,5,4,4
"MI",1181,"Urban",1,40,56961.06,"Widowed","Female","Yes",7.753207,7,2,0,"Yes","Two Year","No","No","None","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Electronic Check",4.14274,220.1615,1012.974384,4,4,4,5,4,4,5,4
"AZ",45,"Urban",1,83,30192.89,"Divorced","Male","No",8.513776,9,0,3,"No","Month-to-month","Yes","No","None","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Credit Card (automatic)",7.494128,142.5156,938.8632527,4,4,4,4,4,3,3,4
"IL",38476,"Urban",2,52,37354.74,"Never Married","Male","No",6.886832,14,1,0,"Yes","Month-to-month","Yes","No","None","Yes","No","Yes","No","Yes","No","No","No","No","Credit Card (automatic)",10.34256,95.01949,1140.676882,3,3,4,4,3,4,5,4
"FL",21943,"Suburban",5,86,68325.35,"Married","Female","Yes",12.25181,11,1,2,"No","Two Year","No","No","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Electronic Check",3.209982,194.9744,605.6512541,3,3,4,5,3,4,3,3
"MO",188,"Urban",1,23,77235.23,"Divorced","Female","No",11.07961,14,3,0,"No","One year","Yes","Yes","DSL","No","Yes","No","Yes","No","No","No","No","No","Mailed Check",16.23853,147.4564,2024.875698,3,4,3,5,1,6,5,4
"IN",1353,"Rural",1,28,48448.03,"Married","Female","Yes",9.823796,10,2,0,"Yes","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Electronic Check",5.875553,277.6375,1282.671616,4,4,5,4,3,4,5,5
"AR",406,"Suburban",0,45,38487.58,"Never Married","Male","No",9.175744,16,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","Yes","No","No","No","Credit Card (automatic)",2.590681,124.9643,310.8595496,3,3,3,3,3,3,4,3
"CO",36613,"Urban",10,67,76740.16,"Divorced","Male","No",11.28401,12,2,0,"No","Month-to-month","Yes","No","None","Yes","No","No","Yes","No","No","No","Yes","Yes","Electronic Check",8.099865,137.4616,1247.334037,3,3,3,4,4,4,3,4
"VT",726,"Rural",4,75,17202.87,"Widowed","Female","Yes",10.43721,11,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Bank Transfer(automatic)",1.916489,174.9618,563.1178513,2,2,2,5,3,3,1,3
"CA",2479,"Suburban",3,37,16749.24,"Married","Male","No",7.749499,21,0,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Electronic Check",6.465898,214.9525,1072.590755,4,4,5,1,5,4,5,4
"SD",782,"Urban",0,55,53808.11,"Married","Female","No",10.77733,15,2,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Credit Card (automatic)",9.416447,149.9915,1005.091786,4,5,5,3,6,3,4,3
"PA",861,"Rural",0,39,95843.1,"Divorced","Female","No",11.26231,11,2,2,"No","Two Year","No","Yes","DSL","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Electronic Check",3.062161,164.9715,1043.339074,4,4,3,5,2,4,4,3
"MO",22744,"Suburban",1,81,17555.47,"Divorced","Male","No",7.096983,14,1,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Mailed Check",10.70349,184.9715,1196.094746,4,5,4,5,3,5,3,3
"IN",642,"Suburban",0,38,20179.28,"Separated","Male","Yes",6.955194,11,0,0,"Yes","Two Year","Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Mailed Check",2.327566,187.4974,1117.725477,3,2,3,3,4,3,3,3
"NY",785,"Rural",4,50,3853.35,"Divorced","Male","No",10.29605,5,0,0,"No","Two Year","Yes","Yes","None","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Electronic Check",2.049307,162.4982,680.0803141,4,3,3,2,4,3,4,3
"MD",7439,"Urban",7,81,83140.55,"Never Married","Female","No",4.804521,11,0,1,"No","One year","Yes","No","None","Yes","Yes","No","No","No","No","No","Yes","No","Credit Card (automatic)",2.71724,147.4713,563.7131359,4,6,5,4,3,4,4,4
"TN",211,"Rural",8,77,79480.55,"Separated","Female","No",10.40005,10,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","Yes","Electronic Check",3.98008,159.965,724.2818214,5,4,4,3,3,3,4,3
"MO",1454,"Rural",1,18,44641.21,"Never Married","Male","Yes",11.64702,9,0,1,"No","One year","No","No","DSL","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Electronic Check",1.932645,172.4705,1102.197408,3,3,3,2,4,4,3,3
"NH",995,"Rural",4,86,6992.92,"Widowed","Female","Yes",10.66418,19,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Electronic Check",22.25056,182.4608,2162.669491,4,4,3,5,2,4,5,5
"GA",66053,"Suburban",0,47,67295.09,"Never Married","Male","No",5.96154,15,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Electronic Check",7.603445,194.9581,1112.439443,4,4,3,5,3,3,4,4
"WV",907,"Suburban",4,63,72873.27,"Married","Female","Yes",12.13928,12,2,0,"No","Month-to-month","No","No","None","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",2.645653,245.175,1076.444999,3,4,3,6,4,4,4,3
"NY",851,"Suburban",2,39,54416.48,"Divorced","Male","No",12.79584,11,2,0,"Yes","Two Year","No","No","Fiber Optic","No","No","No","Yes","Yes","No","No","No","Yes","Credit Card (automatic)",12.73703,147.4738,1398.283635,4,5,4,3,4,3,3,5
"IN",749,"Urban",2,64,50334.51,"Widowed","Male","Yes",12.28017,9,0,1,"No","Two Year","No","No","None","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",6.365101,187.656,1122.270266,3,4,3,3,6,3,3,4
"CA",14863,"Urban",1,49,5183.35,"Divorced","Female","No",6.080136,12,1,1,"No","Month-to-month","No","Yes","DSL","Yes","No","No","Yes","No","No","No","No","No","Electronic Check",8.549649,114.9509,1237.669889,3,3,4,3,5,1,2,1
"SD",215,"Rural",0,48,18982.37,"Separated","Male","No",14.06247,10,1,1,"No","Month-to-month","No","No","None","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Electronic Check",14.65682,120.0035,1606.304191,3,4,3,4,2,3,2,2
"NY",16630,"Rural",2,49,3834.42,"Widowed","Female","No",11.76045,17,1,3,"No","Two Year","No","No","DSL","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Electronic Check",17.54953,207.4754,2326.985753,3,3,4,5,2,5,6,5
"CA",56406,"Suburban",1,31,6749.79,"Separated","Male","No",12.06425,10,2,0,"No","Month-to-month","Yes","No","None","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Bank Transfer(automatic)",3.555031,149.9776,699.0938491,5,3,5,6,3,5,4,3
"MS",11197,"Rural",3,71,81902.07,"Separated","Female","Yes",9.610898,5,2,0,"Yes","Two Year","Yes","No","DSL","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Mailed Check",8.442986,182.4433,1450.000546,4,5,4,1,5,4,3,4
"NY",2379,"Rural",1,74,51784.5,"Widowed","Female","No",5.790141,9,0,0,"No","One year","No","No","None","Yes","Yes","No","No","No","Yes","No","No","No","Mailed Check",7.602068,124.9935,646.8507919,5,4,5,4,3,4,5,4
"IN",23361,"Suburban",4,40,14471.8,"Widowed","Male","No",11.21693,10,0,1,"No","Two Year","Yes","No","None","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Mailed Check",4.461349,172.4871,1011.014705,3,3,3,4,4,4,4,3
"AR",1227,"Rural",7,89,93936.05,"Married","Male","No",12.63119,14,1,1,"No","One year","Yes","Yes","Fiber Optic","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Credit Card (automatic)",8.301576,232.6228,1436.945723,3,3,3,2,4,2,2,4
"MS",16514,"Rural",5,71,13642.29,"Married","Female","Yes",13.94164,12,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","Yes","No","Yes","No","Electronic Check",7.891654,182.447,985.2729584,3,2,2,5,3,4,4,3
"MN",1246,"Urban",6,21,48511.64,"Never Married","Female","Yes",7.602007,6,1,0,"No","One year","No","No","DSL","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Credit Card (automatic)",20.0119,194.9663,2739.364415,3,3,2,3,3,3,3,2
"CA",696,"Suburban",1,69,38577.14,"Widowed","Male","Yes",9.556195,10,0,1,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Credit Card (automatic)",4.060006,235.1555,1446.866289,4,4,3,4,3,4,5,5
"MI",1405,"Suburban",0,51,58555.84,"Widowed","Female","Yes",11.86282,13,2,0,"No","One year","Yes","No","DSL","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Bank Transfer(automatic)",9.176772,184.9496,1523.800316,4,3,3,1,4,2,3,3
"VA",29921,"Urban",4,33,43426.86,"Never Married","Female","No",9.023573,15,3,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Credit Card (automatic)",8.399966,184.9785,1276.752415,3,3,3,3,4,3,4,3
"CA",11937,"Urban",9,72,47341.47,"Married","Female","No",9.528256,11,3,2,"No","Two Year","No","No","Fiber Optic","Yes","No","No","Yes","No","Yes","No","Yes","No","Bank Transfer(automatic)",1.398734,182.447,573.1171783,5,3,3,5,3,5,6,3
"WA",32211,"Suburban",0,69,16066.46,"Widowed","Female","No",10.20766,17,1,0,"No","Month-to-month","No","Yes","DSL","Yes","No","No","No","No","No","Yes","No","Yes","Electronic Check",15.65432,117.4392,1825.27674,3,2,2,5,2,4,3,3
"PA",540,"Suburban",0,62,37935.6,"Divorced","Male","No",9.643868,15,1,2,"No","Month-to-month","No","No","None","Yes","No","Yes","No","No","No","No","Yes","Yes","Electronic Check",7.114816,117.4835,856.3808128,4,4,4,4,2,4,6,3
"MO",92,"Urban",0,82,28581.48,"Separated","Female","No",5.827855,16,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","Yes","No","No","No","Yes","Credit Card (automatic)",15.67732,104.9781,1673.87195,2,2,2,2,3,3,3,3
"PA",64,"Urban",1,71,23856.19,"Married","Female","Yes",7.636536,11,1,0,"Yes","Month-to-month","Yes","No","DSL","No","No","No","No","No","No","No","Yes","Yes","Mailed Check",4.38777,127.4421,890.2145776,3,3,3,3,3,3,3,3
"CA",11573,"Rural",0,35,45571.68,"Widowed","Male","Yes",4.211338,12,1,1,"Yes","Month-to-month","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",5.624237,255.1336,1674.511863,3,4,2,3,4,2,4,5
"MO",15,"Urban",1,62,4803.08,"Separated","Female","No",14.33897,17,0,1,"No","One year","Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Bank Transfer(automatic)",6.029814,164.967,1273.860067,2,3,4,5,3,5,2,5
"PA",10501,"Rural",3,87,25057.85,"Separated","Female","Yes",16.48878,14,2,0,"Yes","One year","No","No","DSL","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Electronic Check",2.543632,245.1283,1286.962111,3,3,3,4,3,3,4,4
"AR",8979,"Urban",0,80,25281.46,"Separated","Female","No",9.029372,13,0,0,"No","Two Year","No","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Credit Card (automatic)",10.90461,209.9931,1694.511052,4,4,4,4,4,3,5,5
"IL",1889,"Rural",1,25,20110.67,"Widowed","Female","No",7.780212,15,1,0,"No","Month-to-month","Yes","Yes","Fiber Optic","No","Yes","No","No","No","No","Yes","No","Yes","Bank Transfer(automatic)",1.668767,169.9447,512.8321486,5,5,2,4,3,4,4,3
